topic,hdbscan_label,size,size_all_editions,words,n_works,n_works_ge3,dominant_work,dominant_work_share,top3_work_share,top_works,top_author_raw,top_author_share,genre_mix_of_topic,play_type_mix,ctfidf_top10,keybert_top10,mmr_top10,names_in_top30,representative_chunks,draft_label,pattern_basis,use_in_genre_analysis,basis,review_status,chunks_read,Label,Notes
23,48,91,94,45038,52,8,Cupid's Whirligig,0.077,0.198,Cupid's Whirligig (7); All Fools (6); Northward Ho (5); Tottenham Court (4); Rule a Wife and Have a Wife (4),"Chapman, George",0.088,comedy 62%; tragedy 22%; not in BritDrama 5%,Adult Professional;Professiona 43%; Boys Professional;Professional 43%,"wife, husband, cuckold, jealousy, woman, jealous, mistress, love, house, honest","jealous, cuckold, jealousy, gentlewoman, husband, mistress, gentlemen, *lady, wife, wives","jealous, gentlewoman, husband, cuckold, honest, honour, pray, mistress, look, gentlemen","lady, lord","[590_00017 — Northward Ho (Dekker, ThomasWebster, John, 1607); comedy] ay but will you do it faithfully? As I respect your acquaintance I shall do it. Tell me then I beseech you, do not you think this minx is some naughty pack whom my husband hath fallen in love with, and means to keep under my nose at his garden house. No upon my life is she not, O I cannot believe it, I know by her eyes she is not honest, why should…

[581_00002 — Cupid's Whirligig (Sharpham, Edward, 1607); comedy] O sir, What make you here, when there's a gallant Gentleman newly come from Court, talking within with my Lady. Yet more Courtiers, more Gallants, more Gentlemen? now in a hundred thousand horned devils names, what makes a there? what is a gone to bed to your Lady? doth a Cuckold me in mine own house, in mine own chamber? nay in mine own Sheets? wh…

[581_00004 — Cupid's Whirligig (Sharpham, Edward, 1607); comedy] Why sir? ye are no Cuckold: No? no Cuckold? he lies with your Lady, and your Lady lies with him, yet I am no cuckold. Why no, give me but attention, and with a word i'll wipe away your horns. No, no, words are to weak to wipe them off, when deed have put them on. But hear me sir. with open ears to swallow comfort. I met my Lady and he fast by the G…","Husbands, wives and jealousy",thematic_discourse,included,"91 chunks, 52 works, no work above 8 %. Jealous husbands, suspected wives, cuckoldry feared or arranged, 'honest' as the wife's word; Sharpham, Chapman, Dekker, Nabbes, Brome, also Soliman and Perseda. Cross-work theme.",user_confirmed,581_00009;518_00022;590_00017;1082_00031;188_00013;813_00029;1140_00035,"Husbands, wives and jealousy",
26,22,87,89,43021,47,5,The Devil Is an Ass,0.149,0.356,"The Devil Is an Ass (13); If It Be Not Good, the Devil Is in It (I (9); A New Trick to Cheat the Devil (9); The Four P's (3); The Night Walker, or The Little Thief (3)","Jonson, Ben",0.218,comedy 63%; tragedy 11%; moral 8%,Adult Professional;Professiona 68%; Interlude;Nonprofessional 11%,"devil, hell, devils, sure, soul, fiend, *sr, wife, *lord, men","devils, devil, *god, souls, hell, spirit, damned, fiend, pray, soul","devils, wife, pray, fiend, hell, soul, damned, barn, *lord, *god","sr, lord, god","[1110_00032 — A New Trick to Cheat the Devil (Davenport, Robert, 1639); comedy] He says true sir, Let all your anger then conclude in this, And bid the Devil take him. A good riddance. I know not how you could dispose him better And empty all your wishes. Well, I am pleased, Employ your best discretions. But where's Nan? Sick in her Chamber, where she keeps her Bed, And dares not thence remove. The worse for her, Yet for our p…

[1110_00025 — A New Trick to Cheat the Devil (Davenport, Robert, 1639); comedy] Wondrous sir; he can transshape his spirits, if fame Lie not, into what form he please, to imitate me, Or personate you; he could produce a Devil In shape of this good ancient Gentlewoman. A Devil sir like me? H'hath done't in habit of a Constable, And may do't in a gentlewoman's; for his commons In the Friars he cares not, he can for a need Conjur…

[99_00012 — Enough Is as Good as a Feast (Wager, William, 1570); moral] If thou speed well now I dare promise' thee, The Devil will give thee the Crown of hell. God speed you Sir, I pray you might I be so bold, As to have a word or two with you in your ear? Yea, hardly my friend say what you would. Your mind unto me you may boldly declare. I pray you are you not acquainted with this gentleman? I would fain speak with h…","Devils, hell and fiends",thematic_discourse,included,"87 chunks, 47 works (5 with 3+), Devil Is an Ass 15 %. The devil as talked about and staged: fiends in disguise, hell, damnation jokes, the devil at Newgate or dancing with the collier; Jonson, Dekker, Davenport, Fulwell. Cross-work; most works contribute one or two chunks.",user_confirmed,973_00053;707_00009;1110_00039;89_00003;1173_00034;972_00011;548_00031,"Devils, hell and fiends",
20,10,87,109,43327,18,5,Hercules Oetaeus (Hercules on Mount Oeta) (Seneca's Tenth Tragedy),0.391,0.747,"Hercules Oetaeus (Hercules on Mount Oeta (34); The Brazen Age (The Age of Brass) (18); Hercules Furens (Mad Hercules) (Seneca's (13); Medea (Seneca's Seventh Tragedy) (3); Lingua, or The Combat of the Tongue and  (3)","Seneca, Lucius AnnaeusStudley, John",0.437,tragedy 45%; classical legend or myth 21%; tragedy; literary play 15%,Translation;Nonprofessional;Cl 61%; Adult Professional;Professiona 25%,"*hercules, *hercles, *ioue, *deianeira, *alcides, hand, lo, death, skies, hell","*hercules, *hercles, *alcides, gods, *nessus, hell, monsters, *deianeira, heaven, limbs","*hercules, *deianeira, monsters, burning, gods, *alcides, *nessus, limbs, hell, *hercles","hercules, hercles, ioue, deianeira, alcides, omphale, nessus","[134_00040 — Hercules Oetaeus (Hercules on Mount Oeta) (Seneca's Tenth Tragedy) (Seneca, Lucius AnnaeusStudley, John, 1581); tragedy] Alone: can flaming Phlegethon thy ghost in torments burn: Or can the mastiff Dog of hell keep down thy woeful sprite? Where then might I come see thy soul and leave this loathed light? When shall I rap at Tartar gate? what jaws shall me devour? What death shall daunt me: goest thou to hell, and hast no power To come again: alas why do I waste, the …

[134_00007 — Hercules Oetaeus (Hercules on Mount Oeta) (Seneca's Tenth Tragedy) (Seneca, Lucius AnnaeusStudley, John, 1581); tragedy] And now steps in an hateful whore, (which more my mind doth irk) To cumber us, as ill as fiends. O Father thou of might, The shield of Gods: and Titan thou, that bear'st the Lamp of light, I only unto Hercules a loyal wife abode, And to an harlot's use are turned my prayers made to God: The fruit of my felicity a Strumpet doth obtain, And for an ha…

[134_00026 — Hercules Oetaeus (Hercules on Mount Oeta) (Seneca's Tenth Tragedy) (Seneca, Lucius AnnaeusStudley, John, 1581); tragedy] Withouten any conquest made doth end his latter day, Without exploit or feat of arms myself I pass away. O mighty umpire of the world and all ye Ghosts above That witness how in quarrel good my right hand ever strove O all ye lands, O earth alas, may it your mercy please To spoil the spiteful sting of death that daunts your Hercules Fie fie, what s…","Hercules: labours, Deianira and the pyre",shared_narrative,included,"87 chunks, 18 works, Hercules Oetaeus 39 %, top three 75 %. One legend — Hercules' labours, madness and death — in the Seneca translations and Heywood's Brazen Age, with Hercules allusions elsewhere (Lingua). Group decision (single-story clusters T7, T20, T34, T54, T55, T59): decide once whether a shared story counts as a subject for genre comparison, as subject areas already do (T2 Rome, T10/T18 English chronicle matter, T12 the gods); if yes → candidate with the concentration noted, if no → contextual_only.",user_confirmed,134_00041;719_00008;59_00002;562_00042;79_00024;1076_00011;1040_00014,"Hercules: labours, suffering and virtue","sample review supports Hercules-related suffering, action and virtue. The full Pleasure Reconciled chunk explicitly addresses Hercules and his labours. Include under the proposed shared-subject policy, without assuming one repeated plot. Reviewed excerpts (three different works): 134_00040; 59_00025; 1164_00003. Full-chunk follow-up: 1164_00003."
24,45,84,89,41688,31,5,Apollo Shroving,0.345,0.536,Apollo Shroving (29); Midas (8); The Maid's Metamorphosis (8); The Arcadia (4); Hippolytus (Seneca's Fourth Tragedy) (3),"Hawkins, William",0.345,comedy 56%; pastoral; romance 14%; tragedy 10%,Boys Nonprofessional/School;No 35%; Boys Professional;Professional 30%,"*apollo, *phoebus, *midas, *muses, ears, play, *hedone, gods, *siren, time","*phoebus, gods, *musaeus, *god, *phrygia, laurel, muse, *apollo, *amphibius, *muses","*phoebus, gods, *musaeus, *phrygia, laurel, love, *siren, night, *apollo, play","apollo, phoebus, midas, muses, hedone, siren, god, amphibius, phrygia, musaeus","[907_00003 — Apollo Shroving (Hawkins, William, 1627); comedy] NO Court of King, no Palace stately rich, Though proud of marble feet & guilded head Can outbid these for true and sweet content. Let others grovel and embrace the earth, (The earth the whole world's basest sediment) Let them there dig their mother's bowels out, And thence take gold (the earth's worst excrement) Let muddy mindes oard vp, and hugge,…

[370_00026 — The Maid's Metamorphosis (Anonymous, 1600); pastoral; romance] Great God, the grievous travels I have passed, In restless search, to find her out at last: My plaints my toils, in lieu of my annoy, Have well deserved my Lady to enjoy. Penance too much I have sustained before: Oh Phoebus, plague me not with any more. Nor be thou so extreme, now at the worst To make my torments greater than at the first. My Fathe…

[1064_00003 — Apollo and Daphne (Heywood, Thomas, 1637); classical legend or myth] Weak brat resolve me, By whose enticement thou hast been so bold To take to thee the emblem of my power? Is't not sufficient, thou with brainsick toys Canst fill the heads of mad men and of fools, Who'ascribe to thee a godhead, merely usurped? But thou must wear my due Impresa insculpt, And ('bout thy shoulders) those known ornaments, Apollinis ins…","Apollo, the Muses and Midas",recurring_role_or_name+thematic_discourse,included,"84 chunks, 31 works, Apollo Shroving 35 %, top three 54 %. Apollo/Phoebus as sun-god and patron of the Muses, Midas' ears, sirens: Lyly (Midas, Sappho and Phao), Maid's Metamorphosis, Heywood, Seneca's sunrise choruses share the subject with the school play Apollo Shroving. The one-play share is a flag to check (does a genre result change without it?), not a reason to exclude; read the non-Shroving chunks and decide.",user_confirmed,907_00001;181_00027;370_00027;50_00016;135_00006;794_00020;719_00027,"Apollo, Phoebus and the Muses","sample review supports Apollo/Phoebus across worship, learning, desire and cosmic disorder. The full Thyestes sample explicitly addresses Phoebus. Include as a mythological domain; do not treat Apollo Shroving's concentration as automatic exclusion. Reviewed excerpts (three different works): 907_00003; 135_00006; 50_00016. Full-chunk follow-up: 50_00016."
28,51,82,86,40821,51,6,Mother Bombie,0.073,0.195,"Mother Bombie (6); The Wise Woman of Hogsdon (6); A Woman Is a Weathercock (4); The Disobedient Child (3); Greene's Tu Quoque, or The City Gallant (3)","Heywood, Thomas",0.11,comedy 67%; tragedy 10%; not in BritDrama 7%,Adult Professional;Professiona 52%; Boys Professional;Professional 23%,"married, marriage, wedding, day, bride, father, wife, *luce, love, husband","wedding, bride, marriage, husband, love, mistress, married, wife, son, father","wedding, father, pray, mistress, priest, *luce, leave, bride, tomorrow, love",luce,"[521_00015 — The London Prodigal (Anonymous, 1605); comedy] That is as much to say, a man should hear more Than he should speak. You say true, and indeed I have heard more, Than at this time I will speak, You say well. Slanders are more common than troths master Flowerdale? But proof is the rule for both. You say true, what do you call him Hath it there in his third canton? I have heard you have been wild: …

[1071_00004 — The Wise Woman of Hogsdon (Heywood, Thomas, 1638); comedy] I am sorry Sir, I have lent so large an ear To such a bad discourse; and I protest After this hour, never to do the like. I must confess, of all the Gentlemen That ever courted me, you have possessed The best part in my thoughts: but this course language Exiles you quite from thence. Sir, had you come, In stead of changing this mine honest name Int…

[229_00022 — The Taming of the Shrew (Shakespeare, William, 1623); comedy] I am glad he's come, howsoe'er he comes. Why sir, he comes not. Didst thou not say he comes? Who, that Petruchio came? I, that Petruchio came. No sir, I say his horse comes with him on his back. Why that's all one. Nay by S. Iamy, I hold you a penny, a horse and a man is more than one, and yet not many. Come, where be these gallants? who's at home?…","Marriage-making: weddings, brides and matches",thematic_discourse,included,"82 chunks, 51 works, no work above 7 %. Weddings arranged, brides on the morning, matches made or broken, husband-choosing; Lyly, Heywood, Field, Terence, Nabbes, the moral interludes. Cross-work theme; T33 (fathers negotiating) is its neighbour.",user_confirmed,239_00021;1071_00004;697_00009;153_00020;1129_00000;123_00028;434_00032,"Marriage-making: weddings, brides and matches",
27,36,82,88,40717,44,8,The City Match,0.098,0.244,"The City Match (8); A Trick to Catch the Old One (7); Sir Giles Goosecap (5); A New Wonder, A Woman Never Vexed (4); The Gamester (4)","Middleton, Thomas",0.159,comedy 87%; not in BritDrama 6%; tragedy 5%,Adult Professional;Professiona 48%; Boys Professional;Professional 33%,"uncle, niece, nephew, gentlemen, faith, cousin, wife, house, gentleman, money","nephew, uncle, cousin, niece, gentlemen, sister, brother, gentleman, wife, mistress","nephew, worship, gentlemen, love, mistress, cozen, house, pound, uncle, money","mr, lady","[614_00010 — A Trick to Catch the Old One (Middleton, Thomas, 1608); comedy] How could you hear of that sir? Oh pardon me, It was your will to have it kept from me I perceive now. Not for any defect of Love I protest Uncle. Oh 'twas Unkindness Nephew, fie, fie, fie. I am sorry you take it in that sense sir. Puh, you cannot colour it i'faith Nephew. Will you but hear what I can say in my just excuse sir. Yes faith will I, an…

[640_00004 — A Yorkshire Tragedy (Middleton, Thomas, 1608); tragedy] Alas that hate should bring us to our grave: You see my sword's not thirsty for your life, I am sorrier for your wound than yourself, You're of a virtuous house, show virtuous deeds 'tis not your honour, 'tis your folly bleeds, Much good has been expected in your life, Cancel not all men's hopes, you have a wife Kind and obedient: heap not wrongful…

[1056_00006 — The Gamester (Shirley, James, 1637); comedy] I apprehend; And thus I satisfy you, we that had Our breeding from a Trade, cits as you call us, Though we hate gentlemen ourselves, yet are Ambitious, to make all our children gentlemen, In three generations they return again, We for our children purchase Land, they brave it I'th' Country, begets children, and they sell, Grow poor, and send their …","Uncles, nephews and nieces: inheritance and guardianship",thematic_discourse,included,"82 chunks, 44 works, City Match 10 %. Kinship of money: uncles and nephews, nieces and their portions, keys to the counting-house, houses inherited; Mayne, Middleton, Chapman, Jonson, Brome, Heywood's Woman Killed. Cross-work theme.",user_confirmed,1118_00003;614_00018;538_00026;1172_00035;981_00046;573_00012;603_00011,"Uncles, nephews and cousins: kinship and patronage","sample review supports extended kinship, patronage and household dealings. Revise the inheritance/guardianship emphasis because the samples include favour, hospitality and joint schemes without an explicit inheritance dispute. Reviewed excerpts (three different works): 614_00010; 628_00030; 1020_00002."
25,60,72,89,36081,25,5,Mustapha,0.361,0.556,Mustapha (26); Alaham (10); The Misfortunes of Arthur (Certain Devic (4); The Alexandraean Tragedy (4); Croesus (3),"Greville, Fulke",0.5,tragedy 92%; comedy 3%; tragicomedy 3%,Closet/Unacted;Nonprofessional 65%; University/Inns of Court;Nonpr 8%,"feare, kings, power, *princes, lawes, loue, state, downe, honor, men","*princes, kings, king, tyrants, feare, honor, lawes, men, *crowne, againe","*princes, feare, lawes, change, tyrants, kings, honor, truth, downe, liue","princes, mustapha, crowne","[656_00011 — Mustapha (Greville, Fulke, 1633); tragedy] My Lord! what moues these vndermining words, Which shewing feare in you, stirre feare in vs? Cruelty, and Dissolution enter thus. Doth Kings restraint of wrath appeare like feare? Shall our remissenesse suffer more than this? Can horror onely, adoration beare? Behold, the World layes Homage at my feet, To them by sword, and fire I am knowne: Must K…

[1015_00007 — Alaham (Greville, Fulke, 1633); tragedy] MY Lord! So oft alone, pulls downe the heart To thoughts, and courses far vnmeet for it. Princes must show themselues in open sight; Men ioy in them that doe in men delight. Triumphs of common peace, sacrifice, thanks, praise, Prepared are, To solemnize this vniuersall ioy, Wherein your selfe the greatest part enioy. If change were currant in Etern…

[608_00053 — The Alexandraean Tragedy (Alexander, William, 1607); tragedy] Thus doth a partial judgement aim amiss, At things that stand without our reach retired: Which whilst not ours as treasures we define, But not the same whilst we the same enjoy. Some things afar do like the glow-worm shine, That looked too near have of that light no sign. No charge on th'earth more weighty to discharge, Than that which of a kingdom…","Kings, power and law: political sententiae",thematic_discourse+shared_narrative,included,"72 chunks, 25 works, Mustapha 36 % + Alaham 14 % (Greville), top three 56 %. Reflection on crowns, fear, laws and the art of rule: Greville's choruses, Sejanus, Byron, Misfortunes of Arthur, Cymbeline's cave speech — a real political theme across authors. Two things are not separated here and go into the limitations: Greville's half-share, and his unregularised spelling (feare, lawes, loue in the keywords). Keep the theme hypothesis; decide after reading the non-Greville chunks.",user_confirmed,656_00019;1015_00038;150_00022;512_00029;512_00012;649_00018;892_00022,"Kings, power and law: political sententiae",
33,50,65,66,31994,41,3,Andria (The Woman from Andros),0.2,0.292,Andria (The Woman from Andros) (13); All Fools (3); The Spanish Bawd (Calisto and Meliboea)  (3); 1 The Two Angry Women of Abingdon (2); Patient Grissel (2),"Terence (Publius Terentius Afer)Kyffin, ",0.2,comedy 75%; tragedy 6%; moral 5%,Adult Professional;Professiona 43%; Translation;Nonprofessional;Cl 25%,"daughter, marriage, father, love, *davus, matter, son, *chremes, wife, mother","bride, marriage, husband, love, father, mother, married, wife, son, faith","bride, father, hope, *davus, *god, marriage, word, fair, wife, pray","davus, chremes, pamphilus, god","[952_00172 — The Spanish Bawd (Calisto and Meliboea) (Celestina) (Mabbe, JamesRojas, Fernando de, 1631); tragicomedy; literary play] My Lord Pleberio, heaven bless her, and send her so to do, that we may see our desires accomplished in our life time. And I am rather of opinion that we shall want one that is equal with our daughter, considering her virtue and nobleness of blood, then that there are overmany that are 〈◊〉 to wear her; but because this office more properly appertain…

[153_00011 — Andria (The Woman from Andros) (Terence (Publius Terentius Afer)Kyffin, Maurice, 1588); comedy] What wouldst thou have me to do? that I should yield to marry? O master consider, he is your father, it is hard to withstand him: Moreover this Glycerie is a love woman, he will quickly pick a quarrel against her, and so turn her packing out of town: May he turn her away? Yes, out of hand. Then I pray thee Davus what shall I do? Say to your father …

[1076_00037 — Love's Riddle (Cowley, Abraham, 1638); pastoral] They marry not, but sell themselves t'a wife, Whom the large dowry tempts, and take more pleasure To hug the wealthy bags than her that brought them. Let them whom nature bestows nothing on Seek to patch up their want by parents' plenty; The beautiful, the chaste, the virtuous, herself alone is portion to herself. By your leave; I come to seek a Da…","Fathers, daughters and marriage negotiations",thematic_discourse,included,"65 chunks, 41 works (3 with 3+), Terence's Andria 20 %, top three 29 %. Parents disposing of a daughter or son in marriage, the reluctant child, the match discussed between fathers; Andria, All Fools, Celestina, Porter, Sharpham. Cross-work, but nearly every work contributes only one or two chunks; overlaps with T28.",user_confirmed,153_00018;518_00034;952_00172;930_00031;993_00006;363_00010;581_00021,"Fathers, daughters and marriage negotiations",
30,7,65,68,32353,21,7,A Tale of a Tub,0.431,0.569,"A Tale of a Tub (28); Wit in a Constable (5); When You See Me You Know Me (Henry the E (4); Blurt, Master Constable, or The Spaniard (3); Holland's Leaguer (3)","Jonson, Ben",0.462,comedy 72%; history 9%; not in BritDrama 8%,Adult Professional;Professiona 82%; Boys Professional;Professional 15%,"*constable, squire, tub, clay, worship, justice, turf, *mr, hun, *valentine","squire, *iohn, *constable, *hugh, *valentine, *audrey, neighbour, justice, master, pray","squire, pray, *constable, *valentine, *iohn, *blurt, neighbour, watch, *bramble, puppy","constable, mr, valentine, audrey, pol, blurt, hugh, bramble, iohn, cannon","[1127_00025 — The Night Walker, or The Little Thief (Fletcher, JohnShirley, James, 1640); comedy] How? Not at leisure to do the king service; Take heed what you say sir; I know his worship, If he knew my business, would no excuse. You must go to another justice, I'll assure My Master is not well in health. I know not, But if your worshipful be not at leisure To do himself a benefit, I am gone sir, An infinite benefit, and the State shall thank …

[979_00029 — Holland's Leaguer (Marmion, Shackerley, 1632); comedy] You have said enough, sir. And for requital, I will show you in, Where you shall read the titles, and the prices. But here's a brother of mine is somewhat bashful: I'd fain deliver him to thy discipline. What, is he bashful? that's a fault indeed. Come hither, chops, you must not be so shamefaced? lo you there, sir, you shall come forth in print. M…

[381_00021 — Much Ado About Nothing (Shakespeare, William, 1600); comedy] If I see any thing to night, why I should not marry her to morrow in the congregation, where I should wed, there will I shame her. And as I wooed for thee to obtain her, I will join with thee, to disgrace her. I will disparaged her no farther, till you are my witnesses, bear it coldly but till midnight, and let the issue show itself. O day untoward…","Constables, justices and the watch",thematic_discourse+recurring_role_or_name,included,"65 chunks, 21 works, A Tale of a Tub 43 %, top three 57 %. Petty officers of the law — constables, justices, the watch, robberies reported — a subject shared by Wit in a Constable, Blurt, Three Ladies of London, Northern Lass, Holland's Leaguer; Jonson's Tub holds nearly half. Concentration is a flag, not a verdict: if the theme is confirmed, check the genre result with the Tub removed.",user_confirmed,1173_00010;1145_00024;496_00019;146_00034;981_00050;979_00031;430_00026,"Constables, justices and the watch","sample review confirms constables and local justice across crime reporting, marriage intervention and bribery. Include; concentration in Tale of a Tub does not erase this cross-work content. Reviewed excerpts (three different works): 1127_00025; 1173_00022; 1145_00025."
31,28,62,68,30615,14,8,When You See Me You Know Me (Henry the Eighth),0.274,0.565,"When You See Me You Know Me (Henry the E (17); Henry the Eighth (All Is True) (13); 2 The Troublesome Reign of King John (5); The Three Laws of Nature, Moses, and Chr (4); The Devil's Charter, or Pope Alexander t (4)","Rowley, Samuel",0.274,history 71%; tragedy 19%; moral 8%,Adult Professional;Professiona 92%; Interlude;Nonprofessional 8%,"*cardinal, *pope, king, *lord, majesty, holy, *rome, *france, church, *lords","*pope, *cardinal, saint, luther, *cardinals, church, priest, *lords, crown, majesty","*pope, curse, *cardinals, *lords, luther, crown, holiness, *france, priest, *legate","cardinal, pope, lord, rome, france, lords, kate, william, god, iohn, england, legate, cardinals, philip, emperor, queen","[876_00017 — King John (Shakespeare, William, 1623); history] King Philip, listen to the Cardinal. And hang a Calves-skin on his recreant limbs. Well ruffian, I must pocket up these wrongs, Because, Your breeches best may carry them. Philip, what sayst thou to the Cardinal? What should he say, but as the Cardinal? Bethink you father, for the difference Is purchase of a heavy curse from Rome, Or the light loss…

[876_00016 — King John (Shakespeare, William, 1623); history] O that a man should speak those words to me. And hang a Calves-skin on those recreant limbs Thou darest not say so villain for thy life. And hang a Calves-skin on those recreant limbs. We like not this, thou dost forget thyself. here comes the holy Legate of the Pope. Hail you anointed deputies of heaven; To thee King Iohn my holy errand is: I Pand…

[496_00010 — When You See Me You Know Me (Henry the Eighth) (Rowley, Samuel, 1605); history] Did we not charge that none should trouble us, Presumptuous priest, proud prelate as thou art, How comes it you are grown so saucy sir, Thus to presume upon our patience, And cross our royal thought disturbed and vexed, By all your negligence in our estate, Of us and of our country's happiness. My gracious Lord. Fawning beast stand back: Or by my c…","Popes, cardinals and the crown",thematic_discourse+shared_narrative,included,"62 chunks, 14 works (8 with 3+), When You See Me 27 %, Henry VIII 21 %, top three 57 %. Church and crown: cardinals, legates, the pope's authority over kings; the Henry VIII plays, both King John plays, Bale, Edward II, Duchess of Malfi. A shared historical subject, but two plays hold half — decide whether the concentration is acceptable.",user_confirmed,496_00023;880_00001;174_00004;876_00016;858_00036;40_00013;245_00003,"Popes, cardinals and the crown","sample review supports papal/ecclesiastical authority in conflict with secular rule, alongside anti-papal fiscal satire. Include as a discourse domain; do not infer a uniform authorial religious position. Reviewed excerpts (three different works): 876_00017; 174_00017; 40_00013."
29,56,62,69,30668,8,4,Look About You,0.661,0.839,Look About You (41); King Lear (7); 1 Henry the Sixth (4); 2 Edward the Fourth (3); 2 Henry the Sixth (The First Part of the (2),Anonymous,0.694,comedy 66%; history 15%; tragedy 15%,Adult Professional;Professiona 100%,"*gloster, *faukenbridge, *skinke, hermit, *richard, *prince, *iohn, porter, *henry, brother","*gloster, *leyster, *prince, *lord, *faukenbridge, king, *earl, *god, hermit, *henry","*gloster, *prince, *faukenbridge, *earl, father, *leyster, *god, *lord, fleet, hermit","gloster, faukenbridge, skinke, richard, prince, iohn, henry, earl, redcap, lady, lord, robin, fau, god, leyster","[397_00024 — Look About You (Anonymous, 1600); comedy] O my Lord the house is full of halberts, and a great many Gentlemen ask for the room where Prince Iohn is? Lend me thy Apron, run and fetch a pot from the next room. Betrayed, 'swounds betrayed, by gout, by palsy, by dropsy; O brave boy, excellent blood: up, take my cloak And my hat to thy share, when I come from Kent, i'll pay Thee like a King. I …

[397_00040 — Look About You (Anonymous, 1600); comedy] I like her that she shunes temptation Prince Richard, but I bear with doting lovers, I should not take it well, that you urge me To such an office: but I bear with you, love's blind and mad, high to her boldly, try her; But if I know she yield, faith I'll defy her. I like thy honourable resolution, Gloster I pray thee pardon my entreat, it's men's …

[397_00005 — Look About You (Anonymous, 1600); comedy] Besides thou suest to have some maintenance, We have bethought us how we will reward thee, Thou shalt have Rowden Lordship. Shall he so? will you reward your murderers with my lands Your lands? it is our gift and he shall have it. I'll give him seizure first with this and this. Lay hold on Gloster. Hold that murderous Skinke. villains hands off, I …","Disguise plot around Gloster, Skink and Prince John (Look About You)",shared_narrative+recurring_role_or_name,contextual_only,"62 chunks, 8 works, Look About You 66 %, top three 84 %. One play's plot (Gloster, Faukenbridge, Skink, the hermit); the few outside chunks are other Glosters (King Lear, Henry VI). Single-work cluster.",user_confirmed,397_00007;623_00028;878_00017;222_00014;951_00013;319_00013;287_00017,Disguise and pursuit in Look About You,"sample review supports a Look About You disguise/pursuit core, while sampled peripheral scenes concern reconciliation oaths and murder. Retain for contextual display; this decision rests on uncertain cross-work coherence, not concentration alone. Reviewed excerpts (three different works): 397_00024; 287_00017; 951_00013."
37,18,60,61,30060,23,6,Wealth and Health,0.183,0.517,"Wealth and Health (11); All for Money (11); Enough Is as Good as a Feast (9); Summer's Last Will and Testament (3); Histriomastix, or The Player Whipped (3)",Anonymous,0.233,moral 68%; comedy 12%; tragedy 7%,Interlude;Nonprofessional 65%; Adult Professional;Professiona 13%,"wealth, riches, money, *god, rich, poverty, men, learning, poor, ic","riches, covetous, wealth, poor, poverty, money, pleasure, *god, liberty, treasure","riches, saith, covetous, poverty, *god, pleasure, liberty, content, worldly, remedy",god,"[45_00000 — Wealth and Health (Anonymous, 1565); moral] WHy is there no courtesy now I am come I trow that all the people be d●me Or else so god help me and halyd●●● They were almost a sleep. No words I hard, no● yet no ●●lking No instrument went nor ballattes singing What ails you all thus ●● sit dreaming Of whom take ye care? Of my coming ye may be ●l●d Therefore I pray you 〈...〉 For all your desire s…

[606_00001 — Volpone, or The Fox (Jonson, Ben, 1616); comedy] And what he will, sir. Riches are in fortune A greater good, than wisdom is in nature. True, my beloved MOSCA. Yet, I glory More in the cunning purchase of my wealth, Then in the glad possession; since I gain No common way: I use no trade, no venture; I wound no earth with plowshares; fat no beasts To feed the shambles; have no mills for iron, Oil,…

[121_00025 — The Tide Tarrieth No Man (Wapull, George, 1576); moral] Sir you are best say no more, than you are able to prove, lest I make you to repent your boldness, For if my patience you to much do move, I may chance turn your heat into a coldness. Why I lend my money like a friend for good will, And thereby do help men at their need. A friend thou art in deed, though a friend but ill, Pythagoras thy friendship,…","Riches, poverty and covetousness",thematic_discourse,included,"60 chunks, 23 works (6 with 3+), Wealth and Health 18 %, top three 52 %. Moralising on wealth: covetousness, the churlish rich man, poverty, 'enough is as good as a feast'; the mid-century interludes, Timon, Magnetic Lady, Alexander. Cross-work but interlude-heavy (topic→genre direction expected); T6 is money in practice, this is money as a moral subject.",user_confirmed,45_00014;123_00014;99_00011;608_00043;86_00011;884_00021;1172_00016,"Riches, poverty and covetousness",
