map_version,unit_id,tcp,source_sha256,unit_node_path,parent_unit,kind,div_type,div_paths_present,head,n_sp,n_chars_candidate,trailer_text,act_heads,text_first160,text_last160,old_id,old_id_aliases,deep_id,work_key(work_id),witness_key(edition_id),title_deep,author_deep,genre_deep,play_type_deep,year_deep,metadata_repaired,edition_id_corrected,deep_id_corrected,year_corrected,edition_correction_source,edition_record_states,edition_id_effective,deep_id_effective,year_effective,edition_effective_basis,metadata_added_from,tcp_header_date_raw,tcp_source_publication_date_raw,edition_status,match_method,match_score,candidates,identity_status,relation,inclusion_status,witness_role,witness_selection,witness_selection_status,year_effective_raw,reason
unit_map-2026-09-08.v16,A04632.13.1,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[13]/*[2]/*/*[28],A04632.13,work_div,section,section,"A PRIVATE ENTERTAINMENT of the KING and QVEENE, on May-day in the Morning, At Sir WILLIAM CORNVVALLEIS his house, at Hig",11,11349,BEN. IONSON.,,"LEape light hearts in euery brest,",And thus it ended.,A04632.12,,5076.12,339,768,The Royal Entertainment at Highgate (The Penates),"Jonson, Ben",entertainment; royal entertainment or entry,Occasional;Nonprofessional,1640,False,767,5074.19,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.19 - single exported record for this work in 1616 family,767,5074.19,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.19, edition 767, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,"OVERRIDE: section head 'A PRIVATE ENTERTAINMENT of the KING and QVEENE, on May-day' = Highgate 1604 (The Penates)"
unit_map-2026-09-08.v16,A04632.13.2,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[13]/*[2]/*/*[29],A04632.13,work_div,section,section;subsection,"The entertainment of the tvvo Kings of Great BRITAINE and DENMARKE at THEOBALDS, Iuly 24. 1606.",0,2345,The Author B. I.,,"THe Kings being entred the inner Court; aboue, ouer the porch, sate the three Howers, vpon clouds, as at the ports of Heauen; crown'd with seuerall flowers: of ","Et, sub discessu, squalida saeuit Hyems.",A04632.13,,5076.13,340,770,"The Royal Entertainment of the Two Kings of Great Britain and Denmark (The Entertainment at Theobalds, 1606) (The Hours)","Jonson, Ben",entertainment; royal entertainment or entry,Occasional;Nonprofessional,1640,False,769,5074.20,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.20 - single exported record for this work in 1616 family,769,5074.20,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.20, edition 769, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,OVERRIDE: section head 'The entertainment of the tvvo Kings of Great BRITAINE and DENMARKE' = Theobalds 1606
unit_map-2026-09-08.v16,A04632.13.3,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[13]/*[2]/*/*[30],A04632.13,work_div,section,section,"An Entertainment of King IAMES and Queene ANNE, at THEOBALDS, When the House was deliuered vp, with the possession, to t",11,2579,,,"LEt not your glories darken, to behold","And as ELISA, now a starre,",A04632.14,,5076.14,341,772,"The Royal Entertainment at Theobalds, 1607 (The Genius)","Jonson, Ben",entertainment; royal entertainment or entry,Occasional;Nonprofessional,1640,False,771,5074.21,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.21 - single exported record for this work in 1616 family,771,5074.21,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.21, edition 771, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,"OVERRIDE: section head 'An Entertainment of King IAMES and Queene ANNE, at THEOBALDS' = Theobalds 1607 (The Genius)"
unit_map-2026-09-08.v16,A04632.14.1,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[1],A04632.14,work_div,masque,masque,"THE QVEENES MASQVES. The first, OF BLACKNESSE: Personated at the Court, at WHITE-HALL, on the Twelu'th night, 1605.",6,7365,,,"THe honor, and splendor of these spectacles was such in the performance, as could those houres haue lasted, this of mine, now, had been a most vnprofitable work",We shall haue more cause to feare,A04632.15,,5076.15,269,633,The Masque of Blackness (The Twelfth Night's Revels),"Jonson, Ben",masque,Occasional;Nonprofessional,1640,False,632,5074.22,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.22 - single exported record for this work in 1616 family,632,5074.22,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.22, edition 632, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,"OVERRIDE: head: 'THE QVEENES MASQVES. The first, OF BLACKNESSE' = Masque of Blackness (auto tie-break had picked Masque of Queens)"
unit_map-2026-09-08.v16,A04632.14.2,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[2],A04632.14,work_div,masque,masque,Their Persons were.,12,10013,,,"To which limits, when I had apted my inuention, and being to bring newes of them from the Sea, I induc'd Boreas, one of the winds, as my fittest Messenger; pres",Ecch. 'Elysian fields are here.,A04632.16,,5076.16,270,636,The Masque of Beauty,"Jonson, Ben",masque,Occasional;Nonprofessional,1640,False,635,5074.23,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.23 - single exported record for this work in 1616 family,635,5074.23,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.23, edition 635, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,"OVERRIDE: head empty ('Their Persons were.'); text: 'bring newes of them from the Sea, I induc'd Boreas' = Masque of Beauty; folio order Blackness>Beauty; DEEP order .15>.16"
unit_map-2026-09-08.v16,A04632.14.3,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[3],A04632.14,work_div,masque,masque,"HYMENAEI, OR The solemnities of Masque and Barriers at a Marriage.",20,19285,,,"IT is a noble and iust aduantage, that the things subiected to vnderstanding haue of those which are obiected to sense, that the one sort are but momentarie, an",The like will I doe for Virginity.,A04632.17,,5076.17,237,560,"Hymenaei, or the Solemnities of Masque and Barriers at a Marriage (Truth versus Opinion)","Jonson, Ben",masque,Occasional;Nonprofessional,1640,False,559,5074.24,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.24 - single exported record for this work in 1616 family,559,5074.24,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.24, edition 559, 1616)",title,0.729,,confirmed_auto,primary,proposed,,,,1616,
unit_map-2026-09-08.v16,A04632.14.4,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[4],A04632.14,work_div,masque,masque,THE DESCRIPTION OF THE MASQVE. With the Nuptiall songs. At the Lord Vicount HADINGTONS marriage at Court. On the Shroue-,29,12649,,,"THe worthy custome of honouring worthy marriages, with these noble solemnities, hath, of late yeeres, aduanc'd it selfe frequently with vs; to the reputation no","Shine HESPERVS, shine forth, thou wished starre.",A04632.18,,5076.18,271,639,The Masque at Lord Haddington's Marriage (The Hue and Cry after the Fugitive Cupid),"Jonson, Ben",masque,Occasional;Nonprofessional,1640,False,638,5074.25,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.25 - single exported record for this work in 1616 family,638,5074.25,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.25, edition 638, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,OVERRIDE: head: 'THE DESCRIPTION OF THE MASQVE. With the Nuptiall songs. At the Lord Vicount HADINGTONS marriage' = Haddington masque
unit_map-2026-09-08.v16,A04632.14.5,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[5],A04632.14,work_div,masque,masque;poem,"THE MASQVE OF QVEENES, Celebrated From the house of FAME: By the QVEENE of great BRITAINE, with her Ladies. AT WHITE-HAL",0,21599,,,"IT increasing, now, to the third time of my being vs'd in these seruices to her Maiesties personall presentations, with the Ladies whom shee pleaseth to honor; ","To conclude which, I know no worthier way of Epilogue, then the celebration of who were the Celebraters.",A04632.19,,5076.19,280,662,The Masque of Queens,"Jonson, Ben",masque,Occasional;Nonprofessional,1640,False,661,5074.26,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.26 - single exported record for this work in 1616 family,661,5074.26,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.26, edition 661, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,OVERRIDE: head: 'THE MASQVE OF QVEENES'
unit_map-2026-09-08.v16,A04632.14.6,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[6],A04632.14,work_div,maque,maque,THE SPEECHES AT PRINCE HENRIES BARRIERS.,1,1439,,,"A Silence, calme as are my waters, meet",Or rather ruin'd seemes; her buildings layd,A04632.20,,5076.20,342,774,Prince Henry's Barriers  (The Lady of the Lake) (Merlin and Meliadus),"Jonson, Ben",entertainment; tournament,Occasional;Nonprofessional,1640,False,773,5074.27,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.27 - single exported record for this work in 1616 family,773,5074.27,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.27, edition 773, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,OVERRIDE: head: 'THE SPEECHES AT PRINCE HENRIES BARRIERS' (TCP typo type='maque'); 9 pages missing in TCP copy
unit_map-2026-09-08.v16,A04632.14.7,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[7],A04632.14,work_div,masque,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1616,An⁰ D. 1616.,n.a.,manual,0,,confirmed_manual,placeholder,excluded_proposed,,,,,OVERRIDE: div holds only <gap reason=missing> (9 pages): source pages not transcribed; covers part of Oberon / Love Freed / Love Restored / Challenge at Tilt / Irish Masque (DEEP .21-.25)
unit_map-2026-09-08.v16,A04632.14.8,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[8],A04632.14,work_div,masque,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1616,An⁰ D. 1616.,n.a.,manual,0,,confirmed_manual,placeholder,excluded_proposed,,,,,OVERRIDE: div holds only <gap reason=missing> (5 pages): source pages not transcribed (see .14.7)
unit_map-2026-09-08.v16,A04632.14.9,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[9],A04632.14,work_div,masque,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1616,An⁰ D. 1616.,n.a.,manual,0,,confirmed_manual,placeholder,excluded_proposed,,,,,OVERRIDE: div holds only <gap reason=missing> (11 pages): source pages not transcribed (see .14.7)
unit_map-2026-09-08.v16,A04632.14.10.0,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[10],A04632.14.10,residual,residual,masque;part,MERCVRIE VINDICATED FROM THE ALCHEMISTS AT COVRT BY Gentlemen the Kings Seruants.,66,15438,The end.,part:MERCVRIE VINDICATED FROM THE ALCHEMISTS ,Nor a deuoish vit a clowd to fesh 'hem out o' te bottome o' te vayter.,"They are not worth his light, goe backward from the Sun.",A04632.26,,5076.26,348,786,Mercury Vindicated from the Alchemists at Court,"Jonson, Ben",masque,Occasional;Nonprofessional,1640,False,785,5074.33,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.33 - single exported record for this work in 1616 family,785,5074.33,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.33, edition 785, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,OVERRIDE: residual of the Mercury Vindicated div after the nested Golden Age was split off = Mercury Vindicated itself (head 'MERCVRIE VINDICATED FROM THE ALCHEMISTS')
unit_map-2026-09-08.v16,A04632.14.10.1,A04632,89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,/*/*[2]/*[2]/*[14]/*[2]/*[10]/*[50],A04632.14.10,work_div,masque,masque,"THE GOLDEN AGE RESTOR'D. In a Maske at Court, 1615. by the Lords, and Gentlemen, the Kings seruants. Lowd musique.",44,7107,,,"LOoke, looke! reioyce, and wonder!",That thankefull hearts can raise from earth to heauen.,A04632.27,,5076.27,349,788,The Golden Age Restored,"Jonson, Ben",masque,Occasional;Nonprofessional,1640,False,787,5074.34,1616,edition_corrections_A04632.json <- https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00,1 record state(s): 5074.34 - single exported record for this work in 1616 family,787,5074.34,1616,corrected from DEEP official export (edition-representative record; title-page state unverified),,1616,An⁰ D. 1616.,"ok (corrected to DEEP 5074.34, edition 787, 1616)",manual,1.0,,confirmed_manual,primary,proposed,,,,1616,OVERRIDE: head: 'THE GOLDEN AGE RESTOR'D' nested inside the Mercury Vindicated div; split off
unit_map-2026-09-08.v16,A04633.1,A04633,79c965c8d6786d55d4adfa4630e7150d2dd48c8a0d0598e1bdbb4306558c3a00,/*/*[2]/*/*[1]/*[2],,group_text,,introduction;scene,THE INDVCTION. ON THE STAGE.,1512,186680,The end.,act:BARTHOLMEVV FAYRE. | scene:ACT. I. SCENE. I. | scene:ACT. I. SCENE. IJ. | scene:ACT. I. SCENE. IIJ.,"GEntlemen, haue a little patience, they are e'en vpon comming, instantly▪ He that should beginne the Play, Master Littlewit, the Proctor, has a stitch new falne","Yes, and bring the Actors along, wee'll ha'the rest o'the Play at home.",A04633.1,,5097.01,455,971,Bartholomew Fair,"Jonson, Ben",comedy,Adult Professional;Professional,1631,False,,,,,,971,5097.01,1631,original DEEP row,,1631,1631.,ok,manual,1.0,,confirmed_manual,primary,alternate_witness_same_edition,alternate_witness_same_edition,"confirmed by established rule (Claude applied Grace's 2026-09-07 witness rule; listed in the final report for her check): Bartholomew Fair: same edition 971; alternate kept, excluded only from the edition-level view",confirmed,1631,"OVERRIDE: 1631 volume: 'THE INDVCTION. ON THE STAGE' = Bartholomew Fair (DEEP 5097.01/.02, edition 971)"
unit_map-2026-09-08.v16,A04633.2,A04633,79c965c8d6786d55d4adfa4630e7150d2dd48c8a0d0598e1bdbb4306558c3a00,/*/*[2]/*/*[2]/*[2],,group_text,,scene,THE DIVELL IS AN ASSE.,1210,136051,The End.,act:THE DIVELL IS AN ASSE. | scene:ACT. I. SCENE. I. | scene:ACT. I. SCENE. II. | scene:ACT. I. SCENE. IIJ.,"HOh, hoh, hoh, hoh, hoh, hoh, hoh, hoh, &c.","To a true life, by shame, then punishment.",A04633.3,,5097.03,457,973,The Devil Is an Ass,"Jonson, Ben",comedy,Adult Professional;Professional,1631,False,,,,,,973,5097.03,1631,original DEEP row,,1631,1631.,ok,manual,1.0,,confirmed_manual,primary,alternate_witness_same_edition,alternate_witness_same_edition,"confirmed by established rule (Claude applied Grace's 2026-09-07 witness rule; listed in the final report for her check): The Devil Is an Ass: same edition 973; alternate kept, excluded only from the edition-level view",confirmed,1631,"OVERRIDE: 1631 volume head 'THE DIVELL IS AN ASSE' = The Devil Is an Ass (DEEP 5097.03, edition 973)"
unit_map-2026-09-08.v16,A04633.3,A04633,79c965c8d6786d55d4adfa4630e7150d2dd48c8a0d0598e1bdbb4306558c3a00,/*/*[2]/*/*[3]/*[2],,group_text,,interlude;scene;song;to_the_reader,The first Intermeane after the first Act.,1365,128201,THE END.,act:THE STAPLE OF NEVVES. | scene:ACT. I. SCENE. I. | scene:ACT. II. SCENE. IJ. | scene:ACT. I. SCENE. IIJ.,"GRamercie Letherleg: Get me the Spurrier,",That with sound mind; this safe frugality.,A04633.4,,5097.04,456,972,The Staple of News,"Jonson, Ben",comedy,Adult Professional;Professional,1631,False,,,,,,972,5097.04,1631,original DEEP row,,1631,1631.,ok,manual,1.0,,confirmed_manual,primary,alternate_witness_same_edition,alternate_witness_same_edition,"confirmed by established rule (Claude applied Grace's 2026-09-07 witness rule; listed in the final report for her check): The Staple of News: same edition 972; alternate kept, excluded only from the edition-level view",confirmed,1631,"OVERRIDE: 1631 volume 'The first Intermeane after the first Act' = The Staple of News (DEEP 5097.04, edition 972)"
unit_map-2026-09-08.v16,A04636,A04636,bc7ca0da868846014919c763195edea9123cdc7a1ccda11e7ae197108832d114,/*/*[2]/*[2],,single,,scene,THE ALCHEMIST.,1666,137352,The end.,act:ACT. 1. | scene:SCENE. 1. | scene:ACT. 1. SCENE. 2. | scene:ACT. 1. SCENE. 3.,BEleeu't I will.,"To feast you often, and inite new ghests.",A04636,,579,303,701,The Alchemist,"Jonson, Ben",comedy,Adult Professional;Professional,1612,False,,,,,,701,579,1612,original DEEP row,,1612,1612.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1612,
unit_map-2026-09-08.v16,A04637.1,A04637,7e1ce0a36cf31631d5b7701f6f10fe0ade8d6368fd2d8190e3d7c7644ba2b4b5,/*/*[2]/*[2]/*[1]/*,,group_text,,part;speech;speeches,❧ The Pegme at Fen-church,11,29766,The end.,part:❧ The Pegme at Fen-church | part:THE OTHER AT TEMPLE BARRE.,"PResented it selfe in a square and flat vpright, like to the side of a Citty: the top therof, aboue the Vent, and Crest, adorn'd with houses, towres, and steepl",So lasting glory to Augustus state.,A04637.1,,5059.01,200,459,The Coronation Triumph (The Royal Entry of King James I into London),"Jonson, Ben",entertainment; royal entertainment or entry,Occasional;Nonprofessional,1604,False,,,,,,459,5059.01,1604,original DEEP row,,1604,1604.,ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1604,OVERRIDE: 1604 quarto 'The Pegme at Fen-church' = Jonson's part of the Royal Entry (DEEP 5059.01)
unit_map-2026-09-08.v16,A04637.2,A04637,7e1ce0a36cf31631d5b7701f6f10fe0ade8d6368fd2d8190e3d7c7644ba2b4b5,/*/*[2]/*[2]/*[2]/*[2],,group_text,,text,A PANEGYRE.,0,7128,,,"HEau'n now not striues, alone, our brests to fill","Still to haue such a King, and this King long.",,,,,,,,,,,,,,,,,,,,,,1604,1604.,n.a.,manual,0,,confirmed_manual,non_dramatic,excluded_proposed,,,,,OVERRIDE: 1604 quarto 'A PANEGYRE' - poem
unit_map-2026-09-08.v16,A04637.3,A04637,7e1ce0a36cf31631d5b7701f6f10fe0ade8d6368fd2d8190e3d7c7644ba2b4b5,/*/*[2]/*[2]/*[3]/*[2],,group_text,,song;text,SONG.,16,11337,FINIS.,,"THe Inuention was, to haue a Satyre lodged in a little Spinet, by which her Maiestie, and the Prince were to come, who (at the report of certaine Cornets that w","st part, he knowes the Ho. L. (had he beene so blest as to haue seene him at his Lodge) would haue stretcht in obseruance, though he could not in Loue or zeale.",A04637.2,,5059.02,201,462,The Royal Entertainment of the Queen and Prince at Althorp (The Satyr),"Jonson, Ben",entertainment; royal entertainment or entry,Occasional;Nonprofessional,1604,False,,,,,,462,5059.02,1604,original DEEP row,,1604,1604.,ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1604,"OVERRIDE: 1604 quarto: 'The Inuention was, to haue a Satyre lodged in a little Spinet' + songs = Entertainment at Althorp (DEEP 5059.02)"
unit_map-2026-09-08.v16,A04638,A04638,30c2e3ce43f14a5d4aad49f3756d95eee0ca2b68faec5c51f355027f39b2c1a3,/*/*[2]/*[2],,single,,scene,"A pleaſant Comedy called, the Caſe is Alterd.",944,92351,,"act:Actus primi, | scene:Scaena prima. | scene:Scaene. 2. | scene:Scaene 3.","YOV wofull wights giue eare a while,","No, I diſclaime in her, I ſpit at her,",A04638,,541,281,663,The Case Is Altered,"Jonson, Ben",comedy,Boys Professional;Professional,1609,False,,,,,,663,541,1609,original DEEP row,,1609,1609.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1609,
unit_map-2026-09-08.v16,A04640,A04640,f826681e9fd28ac39f9249c1bcbacd62415702cca1041325941d96cdf1fb234d,/*/*[2]/*[2],,single,,act,CATILINE.,979,152828,The end.,act:CATILINE. | act:ACT. ij. | act:ACT. iij. | act:Act. iii • .,"DO'st thou not feele me, Rome? Not yet? Is night",""" And euer is ill got, without the first.",A04640,,570,296,690,Catiline His Conspiracy,"Jonson, Ben",tragedy,Adult Professional;Professional,1611,False,,,,,,690,570,1611,original DEEP row,,1611,1611.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1611,
unit_map-2026-09-08.v16,A04643.1,A04643,b39f13f0ea3f0728c92a183fa9c1ffcedc6029fd7410f8a9d2843cb8f05807bf,/*/*[2]/*[2]/*[1],A04643,body_div,masque,masque,"THE QVEENES MASQVES. The first, of Blacknesse: personated at the Court, at White-Hall, on the Twelu'th night. 1605.",8,15703,,,"THE honor, and splendor of these Spectacles was such in the performance, as could those houres haue lasted, this of mine, now, had beene a most vnprofitable wor","race of Musicke and Daunces) had that successe in the nobility of performance; as nothing needes to the illustration, but the memory by whome it was personated.",A04643.1,,5068.01,269,631,The Masque of Blackness (The Twelfth Night's Revels),"Jonson, Ben",masque,Occasional;Nonprofessional,1608,False,,,,,,631,5068.01,1608,original DEEP row,,1608,[1608],ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1608,"OVERRIDE: 1608 quarto head 'THE QVEENES MASQVES. The first, of Blacknesse' = Masque of Blackness"
unit_map-2026-09-08.v16,A04643.2,A04643,b39f13f0ea3f0728c92a183fa9c1ffcedc6029fd7410f8a9d2843cb8f05807bf,/*/*[2]/*[2]/*[2],A04643,body_div,masque,masque,"THE SECOND MASQVE. Which was of Beauty; was presented in the same Court, at White-Hall, on the Sunday night, after the t",11,17328,The end.,,"TWo yeares being now past, that her Maiesty had intermitted these delights, and the third almost come; it was her Highnesse pleasure againe to glorifie the Cour",Elysian feilds are here.,A04643.2,,5068.02,270,634,The Masque of Beauty,"Jonson, Ben",masque,Occasional;Nonprofessional,1608,False,,,,,,634,5068.02,1608,original DEEP row,,1608,[1608],ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1608,OVERRIDE: 1608 quarto head 'THE SECOND MASQVE. Which was of Beauty' = Masque of Beauty
unit_map-2026-09-08.v16,A04644,A04644,2db46b6b2a9e9490f0c587b343667d435a6bfb7ac06e6957621c0b217c800b39,/*/*[2]/*[2],,single,,part;song,CHLORIDIA.,45,11888,The End.,part:CHLORIDIA. | part:THE ANTIMASQVE.,"THe King, and Queenes Maiesty, hauing giuen their command for the Inuention of a new argument, with the whole change of the Scene, wherein her Maiesty, with the","Fame, being hidden in the clouds, the hill sinkes: and the Heauen closeth.",A04644,,782,452,967,Chloridia: Rites to Chloris and Her Nymphs,"Jonson, Ben",masque,Nonprofessional;Occasional,1631,False,,,,,,967,782,1631,original DEEP row,,1631,[1631],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1631,
unit_map-2026-09-08.v16,A04645,A04645,18e237c2f94d552a6d736563a6c723821302d61a627ee87b39991d6d218d8f5b,/*/*[2]/*[2],,single,,prologue;scene,"EPICOENE, OR The ſilent VVoman.",1289,137547,THE END.,prologue:PROLOGVE. | act:Act I. | scene:Scene I. | scene:Act I. Scene II.,"TRuth ſayes, of old, the art of making Playes",". Spectators, if you like this Comoedie, riſe cheerfully, and now Moroſe is gone in, clap your hands. It may bee, that noyſe will cure him, at leaſt pleaſe him.",A04645,,580,304,705,"Epicene, or The Silent Woman","Jonson, Ben",comedy,Boys Professional;Professional,1620,False,,,,,,705,580,1620,original DEEP row,,1620,1620.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1620,
unit_map-2026-09-08.v16,A04647,A04647,d75d5fdc0c011fb50556444060ed03a6cc5114ec5418dcdc0000121c469d1b81,/*/*[2]/*[2],,single,,scene,EVERY MAN in his Humor.,1097,130643,FINIS.,"act:ACTVS PRIMVS, | scene:SCENA PRIMA. | scene:SCENA SECVNDA. | scene:SCENA TERTIA.","NOw trust me, here's a goodly day toward. Musco, call vp my sonne Lorenzo: bid him rise: tell him, I haue some businesse to imploy him in.","o, to be his supporters, the trayne to follow, my selfe will leade, vsherd by my page here with this honorabl verse. Claudite iam riuos pueri sat prta biberunt.",A04647,,313,176,404,Every Man in His Humor,"Jonson, Ben",comedy,Adult Professional;Professional,1601,False,,,,,,404,313,1601,original DEEP row,,1601,1601.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1601,
unit_map-2026-09-08.v16,A04648,A04648,c02752e65dfca85e79ecc536513b60ed1d6b54f9b21cfae1598190a37c9f512d,/*/*[2]/*[2],,single,,induction;scene;to_the_reader,Euery man out of his Humor.,1579,197327,FINIS.,"induction:Inductio, sono secundo. GREX. | act:ACTVS PRIMVS. | scene:SCENA PRIMA. | scene:SCENA SEC.","NAy my deere Asper,","te for Gods sake; but if you (out of the Bountie of your good liking) will bestow it; why, you may (in time) make leane Macilente as fat as Sir Iohn Fallstaffe.",A04648,,284,163,365,Every Man Out of His Humor,"Jonson, Ben",comedy,Adult Professional;Professional,1600,False,,,,,,365,284,1600,original DEEP row,,1600,1600.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1600,
unit_map-2026-09-08.v16,A04652,A04652,a94e6d77bd4c5c2e3ae53719e7b26f80c2b26232a8589214612b0a9659ad1e85,/*/*[2]/*[2],,single,,part;text,The Antimasque followes.,131,15737,The End.,part:The Antimasque followes.,"Like a lightning from the skie,","With health, and all the golden gifts of Peace.",A04652,,724,411,901,The Fortunate Isles and Their Union,"Jonson, Ben",masque,Occasional;Nonprofessional,1625,False,,,,,,901,724,1625,original DEEP row,,1625,1625],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1625,
