source_sha256,node_path,unit_id,seq,div_path,container_node_path,text_sha256,decision,text_role,language,exclusion_category,basis,source,status,decided_on,decision_basis_type,historical_performance_status,xml_language_raw,supplementary_group,relation,translation_of
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[352],A18729,1084,poem,/*/*[2]/*[2]/*[4],7e7e2406225372bfef51c697586feb477dd7b1ad9f590e90c903e2899822e1e5,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[353],A18729,1085,poem,/*/*[2]/*[2]/*[4],900c9cd410be7a8b05dd5ac0c308d70070ed66345926967642ba10b18519e3d3,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[354],A18729,1086,poem,/*/*[2]/*[2]/*[4],fb486f262703b0a6d414fcd77e4f7bd15924c4ec4cf22cdff1803a1aa88ab254,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[355],A18729,1087,poem,/*/*[2]/*[2]/*[4],86f08dad13a7e88d8f172be8a087c10b6b5a93722c18bce6dae7a82e41951a4c,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[356],A18729,1088,poem,/*/*[2]/*[2]/*[4],58b4cd0abb5f2a37b270d516e4f8726026c2373b8cdd657e8da74ba02a37f689,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[357],A18729,1089,poem,/*/*[2]/*[2]/*[4],1093577fc0fb27964037c34c81d6a4e438eefe67ed5bbe674e08de93a852fc6d,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[358],A18729,1090,poem,/*/*[2]/*[2]/*[4],75eb7f34805c9652c892d7b6418e27461b3643bcf2d0679d48b1a60993b71ac6,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[359],A18729,1091,poem,/*/*[2]/*[2]/*[4],913332f472d643cec04cc6630a78c38e2a1cb43a7b81d1523672c591c4c74baf,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[360],A18729,1092,poem,/*/*[2]/*[2]/*[4],8ff7c61d273b33c18e71e696af5bc246df2a255982231818f447256e61e9c2e5,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[361],A18729,1093,poem,/*/*[2]/*[2]/*[4],37908d6bdb294a967bd5ec133c27a3e530e6f4bfa82e9e5a8fdc9af8079350f5,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[362],A18729,1094,poem,/*/*[2]/*[2]/*[4],e2f97607a6d09dbb83c9b50d2bdf203bd9ecdcca3d6a413198de7f6994fbe836,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[363],A18729,1095,poem,/*/*[2]/*[2]/*[4],6fb9a1f1c5c6796b4ad5b3bdfa99c185ccce940192ce87e0c54949c52ff64d03,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[364],A18729,1096,poem,/*/*[2]/*[2]/*[4],dcceca122b0393712bb0a7caf34c1e2ac122e0f3795051c678f7ef9feb65d66d,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[365],A18729,1097,poem,/*/*[2]/*[2]/*[4],1e7236d1d55b4e3b8deb4ba39d5aeddf82a1a5b873d719203c0657001145d3f7,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[366],A18729,1098,poem,/*/*[2]/*[2]/*[4],f433b80ce1d839316a9727f0bc42395f2b8dfb2d54bd420d7121d70d05b60883,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[367],A18729,1099,poem,/*/*[2]/*[2]/*[4],5e905ee145b7cf45a87291e870daf6564a452be60c41a97baac0718a5200d1e4,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[368],A18729,1100,poem,/*/*[2]/*[2]/*[4],a08d8dfa9a6722d114cd1ca9205895f9d1ff0f8364838297b5cd7032d276993b,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[369],A18729,1101,poem,/*/*[2]/*[2]/*[4],0c9c68d3901b3c2fb5bcb4bcb148fb4cb7cbc58b35dbd5f551933ef9fea0e9ee,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[370],A18729,1102,poem,/*/*[2]/*[2]/*[4],c4223b02649ae5f2aa5a57331ccc1196bcc45e6ef2bb70b6c6b61eaad9acb9f8,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[371],A18729,1103,poem,/*/*[2]/*[2]/*[4],a06f81a688d6a6a94ffdaa9fc4fba7b572c150346007e27c48c2e0bf0d93897d,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[372],A18729,1104,poem,/*/*[2]/*[2]/*[4],badfe7613eb781b0feced78fb9e2958473f7e7dd39bc9bcaf454ffbdd8c26674,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[373],A18729,1105,poem,/*/*[2]/*[2]/*[4],da65f6112f7ff1b7dbad3deb3bf6417e44d107a9f44484e5f4d367cfa595fd07,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[374],A18729,1106,poem,/*/*[2]/*[2]/*[4],091b9053ef0cf73df434cd3a6745bd83680f3b7073cd875d07bfdc1176c514ba,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[375],A18729,1107,poem,/*/*[2]/*[2]/*[4],b17c94ce06a34bea16c114986ae827b8329b7e586cc1da0fe3edb067e5567503,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[376],A18729,1108,poem,/*/*[2]/*[2]/*[4],66fcbaec576540283f0d3acc407fe68288fdbf782563107722b9d50291ddd290,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[377],A18729,1109,poem,/*/*[2]/*[2]/*[4],47e9e80443177d49f2886a74569ec9b9f8446a74c0d92b83de3732aecd98bfdb,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[378],A18729,1110,poem,/*/*[2]/*[2]/*[4],513afdfed4555decbf56832555689441efef9009c5d2dcc339a209359612db3a,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[379],A18729,1111,poem,/*/*[2]/*[2]/*[4],ef131828175c1519262cd6c15ab22728e50b886d6279a2d104f291583d55ea91,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[380],A18729,1112,poem,/*/*[2]/*[2]/*[4],99be7502816241912ba9f4ed46d4610f73b61c19862ee71640ee06e0ec0e6fa5,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[381],A18729,1113,poem,/*/*[2]/*[2]/*[4],1839242bd6d1681ed53847acfbc524d1b10ec2d7776164463164f8e7e1bbdf3f,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[382],A18729,1114,poem,/*/*[2]/*[2]/*[4],16ab1a680d995568cc39e70b71e6ab5997d579aaa40a8a4ec70688ca7b156121,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[383],A18729,1115,poem,/*/*[2]/*[2]/*[4],24a5c28dca7c0da050c263e07b00550c705c34a71457f9dd6d74d765f7765794,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[384],A18729,1116,poem,/*/*[2]/*[2]/*[4],28e4be78a739810242abf8e284cc7fc38978de9f4dd7b8160e49bda17c08aae7,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[385],A18729,1117,poem,/*/*[2]/*[2]/*[4],5f5f3d5377bf18ce0bc3e9550080c3d1a20b69c02b5dbf5351e79a73106814ea,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[386],A18729,1118,poem,/*/*[2]/*[2]/*[4],a7a7f69ef7d9c5bb1a9e5466b1c326f4894605b1939878dd76f724e3e293cb8a,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[387],A18729,1119,poem,/*/*[2]/*[2]/*[4],24f7618f78e8e195c5c0ef051bab913fcd6d8018e57cca2c95a92c302035eedf,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[388],A18729,1120,poem,/*/*[2]/*[2]/*[4],4ca50703934ecc9ac5c89220d6b57a378beae3375f2fc85074745f828863f9fd,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[389],A18729,1121,poem,/*/*[2]/*[2]/*[4],d908c1b13497367bbcc1fca15d7b0b427aa24bff7e7d3d8c10e0caa2e1f1e131,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[390],A18729,1122,poem,/*/*[2]/*[2]/*[4],86536bdabd0ee42d96c8ab1f446dfe4ac29c42eefb7da2ac3cd773c9a55cba74,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[391],A18729,1123,poem,/*/*[2]/*[2]/*[4],c492aede759302e5fcf2f118ee282676460f8f1e9cd4762efbdcf13999c0c89f,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[392],A18729,1124,poem,/*/*[2]/*[2]/*[4],48f1b0ebb549a45f0b55b0f8b16833711f578de8efafb91d6aaa3ae6bc0ccd7a,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[393],A18729,1125,poem,/*/*[2]/*[2]/*[4],602b9fe4ec8c0f0aa43476370feeeeb928e9cd0ea58c87c9e4a065871630235e,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[394],A18729,1126,poem,/*/*[2]/*[2]/*[4],5e7d0d21f4e0ca5fb5470cb6e0489eb0ba7ccbb404c198597eeafbe99692f138,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[395],A18729,1127,poem,/*/*[2]/*[2]/*[4],1d4a0497f5f0ecdb587bc59a96e6a40a4b5deefca517712434b80eb4d2ef49d3,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[396],A18729,1128,poem,/*/*[2]/*[2]/*[4],d796308be51dab3a355fb8fdc29255f4ffd1dbab83cabf8268c7a9e887dbbcfe,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[397],A18729,1129,poem,/*/*[2]/*[2]/*[4],a0f356fe4968b745851700e2ecbde71e056e25fd19f548c650349e7d7dcc0dc5,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[398],A18729,1130,poem,/*/*[2]/*[2]/*[4],5e83eb6e076726a8702c39d5a6695de4b41c893cc831a247c07a4d7128b9c3ae,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
54be33ea091a4e8a85b331a4231c2af9de574d6805d7e8f2298057bf8ec509d5,/*/*[2]/*[2]/*[4]/*[399],A18729,1131,poem,/*/*[2]/*[2]/*[4],eb343b561d09eab93ce242e9850f7a731c6fe83030406b5f19f2498df28d99b9,exclude,,,separate_literary_appendix,Gilbert voyage poem and Frobisher welcome with prose postscript; Frobisher heading explicitly says added after book went to print.,"ChatGPT v7 review, node-level recommendation (corpus_audit/v7_review/poem_node_recommendations.json sha256 ff2899c39cf1); applied on Grace's instruction 2026-09-07",applied,2026-09-07,,,,,,
